date,value,ma_value,lg_ma_value
2022/01/14 06:00,258000000.0,303000000.0,8.389276367
2022/01/14 07:00,407000000.0,318000000.0,8.335564873
2022/01/14 08:00,939000000.0,411000000.0,8.234224731
2022/01/14 09:00,435000000.0,433000000.0,7.827186124
2022/01/14 10:00,93200000.0,415000000.0,7.31955713
2022/01/14 11:00,36000000.0,330000000.0,7.391415429
2022/01/14 12:00,27700000.0,309000000.0,7.528123625
2022/01/14 13:00,7670000.0,286000000.0,7.652079727
2022/01/14 14:00,1990000.0,245000000.0,7.801841824
2022/01/14 15:00,1420000.0,217000000.0,7.916912859
2022/01/14 16:00,1380000.0,171000000.0,8.014177392
2022/01/14 17:00,185000.0,67200000.0,8.120019743
2022/01/14 18:00,18300000.0,20900000.0,8.206015877
2022/01/14 19:00,127000000.0,24600000.0,8.260601339
2022/01/14 20:00,118000000.0,33700000.0,8.323595824
2022/01/14 21:00,128000000.0,44900000.0,8.329510874
2022/01/14 22:00,174000000.0,63400000.0,8.390738904
2022/01/14 23:00,175000000.0,82600000.0,8.486981165
2022/01/15 00:00,188000000.0,103000000.0,8.592423516
2022/01/15 01:00,258000000.0,132000000.0,8.609712956
2022/01/15 02:00,260000000.0,161000000.0,8.589602126
2022/01/15 03:00,212000000.0,182000000.0,8.561392937
2022/01/15 04:00,383000000.0,211000000.0,8.544357478
2022/01/15 05:00,144000000.0,214000000.0,8.492744873
2022/01/15 06:00,419000000.0,246000000.0,8.473065041
2022/01/15 07:00,723000000.0,307000000.0,8.442462348
2022/01/15 08:00,934000000.0,391000000.0,8.344588743
2022/01/15 09:00,331000000.0,407000000.0,8.080946999
2022/01/15 10:00,92200000.0,389000000.0,7.92496236
2022/01/15 11:00,40000000.0,364000000.0,7.921738484
2022/01/15 12:00,85900000.0,350000000.0,7.975988044
2022/01/15 13:00,29800000.0,311000000.0,8.023339356
2022/01/15 14:00,20000000.0,297000000.0,8.163323741
2022/01/15 15:00,237000000.0,277000000.0,8.205291599
2022/01/15 16:00,220000000.0,221000000.0,8.221527253
2022/01/15 17:00,28500000.0,120000000.0,8.405382412
2022/01/15 18:00,3790000.0,84100000.0,8.492044509
2022/01/15 19:00,86600000.0,83500000.0,8.510187419
2022/01/15 20:00,140000000.0,94600000.0,8.523023486
2022/01/15 21:00,184000000.0,106000000.0,8.511898208
2022/01/15 22:00,391000000.0,146000000.0,8.513676224
2022/01/15 23:00,153000000.0,160000000.0,8.552951976
2022/01/16 00:00,292000000.0,167000000.0,8.624064264
2022/01/16 01:00,1010000000.0,254000000.0,8.629760608
2022/01/16 02:00,534000000.0,310000000.0,8.513380393
2022/01/16 03:00,123000000.0,324000000.0,8.552951976
2022/01/16 04:00,174000000.0,333000000.0,8.583589174
2022/01/16 05:00,64100000.0,325000000.0,8.56125116
2022/01/16 06:00,196000000.0,326000000.0,8.552778769
2022/01/16 07:00,669000000.0,357000000.0,8.526020046
2022/01/16 08:00,725000000.0,421000000.0,8.417422236
2022/01/16 09:00,342000000.0,426000000.0,8.257576188
2022/01/16 10:00,108000000.0,326000000.0,8.155228412
2022/01/16 11:00,814000000.0,357000000.0,8.150033242
2022/01/16 12:00,358000000.0,383000000.0,7.845360674
2022/01/16 13:00,1030000.0,364000000.0,7.848791783
2022/01/16 14:00,788000.0,357000000.0,7.981944937
2022/01/16 15:00,3960000.0,336000000.0,8.039001046
2022/01/16 16:00,454000.0,261000000.0,8.0794237
2022/01/16 17:00,384000.0,181000000.0,8.238645139
2022/01/16 18:00,65100.0,143000000.0,8.255423972
2022/01/16 19:00,92700000.0,141000000.0,8.263267755
2022/01/16 20:00,173000000.0,70000000.0,8.304729822
2022/01/16 21:00,363000000.0,70600000.0,8.297736201
2022/01/16 22:00,229000000.0,95900000.0,8.301849556
2022/01/16 23:00,122000000.0,109000000.0,8.299918711
2022/01/17 00:00,100000000.0,120000000.0,8.372380055
2022/01/17 01:00,479000000.0,173000000.0,8.391797347
2022/01/17 02:00,61800000.0,180000000.0,8.313960909
2022/01/17 03:00,29600000.0,183000000.0,8.315410507
2022/01/17 04:00,258000000.0,202000000.0,8.316808752
2022/01/17 05:00,144000000.0,198000000.0,8.264765369
2022/01/17 06:00,380000000.0,200000000.0,8.249578793
2022/01/17 07:00,221000000.0,199000000.0,8.131904037
2022/01/17 08:00,448000000.0,236000000.0,8.045087335
2022/01/17 09:00,197000000.0,246000000.0,7.78654629
2022/01/17 10:00,115000000.0,206000000.0,7.594196543
2022/01/17 11:00,68000000.0,207000000.0,7.435384928
2022/01/17 12:00,35600000.0,207000000.0,7.599956301
2022/01/17 13:00,47200000.0,184000000.0,7.837209811
2022/01/17 14:00,87100000.0,178000000.0,7.959285464
2022/01/17 15:00,501000.0,135000000.0,7.990417991
2022/01/17 16:00,57100.0,111000000.0,8.012302532
2022/01/17 17:00,81800.0,61200000.0,8.143293237
2022/01/17 18:00,503.0,39300000.0,8.168242221
2022/01/17 19:00,6720000.0,27300000.0,8.214201936
2022/01/17 20:00,181000000.0,39800000.0,8.254762848
2022/01/17 21:00,296000000.0,68700000.0,8.224791956
2022/01/17 22:00,248000000.0,91100000.0,8.175189565
2022/01/17 23:00,148000000.0,97800000.0,8.260654298
2022/01/18 00:00,46000000.0,103000000.0,8.289588953
2022/01/18 01:00,326000000.0,139000000.0,8.321575418
2022/01/18 02:00,74100000.0,147000000.0,8.298659043
2022/01/18 03:00,148000000.0,164000000.0,8.323160395
2022/01/18 04:00,151000000.0,180000000.0,8.295860196
2022/01/18 05:00,73100000.0,168000000.0,8.261659304
2022/01/18 06:00,133000000.0,150000000.0,8.241922866
2022/01/18 07:00,541000000.0,182000000.0,8.203693592
2022/01/18 08:00,261000000.0,195000000.0,7.998844641
2022/01/18 09:00,180000000.0,210000000.0,7.849654414
2022/01/18 10:00,229000000.0,199000000.0,7.706080615
2022/01/18 11:00,178000000.0,210000000.0,7.456919768
2022/01/18 12:00,32600000.0,198000000.0,7.177146438
2022/01/18 13:00,16300000.0,183000000.0,7.657192306
2022/01/18 14:00,60900.0,175000000.0,7.87917772
2022/01/18 15:00,626000.0,160000000.0,8.047650142
2022/01/18 16:00,22000.0,99700000.0,8.080723267
2022/01/18 17:00,35500.0,70700000.0,8.108008269
2022/01/18 18:00,784000.0,50800000.0,8.142349136
2022/01/18 19:00,29300000.0,28600000.0,8.188866013
2022/01/18 20:00,55600000.0,15000000.0,8.222716471
2022/01/18 21:00,306000000.0,45400000.0,8.217834748
2022/01/18 22:00,289000000.0,75700000.0,8.198412689
2022/01/18 23:00,323000000.0,112000000.0,8.287104708
2022/01/19 00:00,80100000.0,120000000.0,8.355430234
2022/01/19 01:00,70300000.0,128000000.0,8.407881675
2022/01/19 02:00,95000000.0,139000000.0,8.412105724
2022/01/19 03:00,142000000.0,154000000.0,8.411076966
2022/01/19 04:00,142000000.0,167000000.0,8.387013908
2022/01/19 05:00,38800000.0,165000000.0,8.358119573
2022/01/19 06:00,241000000.0,158000000.0,8.349840439
2022/01/19 07:00,611000000.0,194000000.0,8.294520822
2022/01/19 08:00,620000000.0,227000000.0,8.111047117
2022/01/19 09:00,342000000.0,256000000.0,7.781359129
2022/01/19 10:00,92800000.0,258000000.0,7.351181158
2022/01/19 11:00,89500000.0,258000000.0,7.179722916
2022/01/19 12:00,17000000.0,244000000.0,7.148991913
2022/01/19 13:00,773000.0,228000000.0,7.483244274
2022/01/19 14:00,35900.0,224000000.0,7.743910801
2022/01/19 15:00,114000.0,197000000.0,7.873788513
2022/01/19 16:00,530.0,129000000.0,7.94607585
2022/01/19 17:00,1780000.0,60400000.0,8.033383631
2022/01/19 18:00,30200.0,22400000.0,8.205964886
2022/01/19 19:00,26900000.0,15100000.0,8.43263084
2022/01/19 20:00,80200000.0,14100000.0,8.492325722
2022/01/19 21:00,164000000.0,30400000.0,8.499075831
2022/01/19 22:00,226000000.0,55500000.0,8.499839761
2022/01/19 23:00,174000000.0,74800000.0,8.556838336
2022/01/20 00:00,122000000.0,88300000.0,8.606620185
2022/01/20 01:00,177000000.0,108000000.0,8.65758697
2022/01/20 02:00,476000000.0,161000000.0,8.653748349
2022/01/20 03:00,991000000.0,271000000.0,8.605747856
2022/01/20 04:00,386000000.0,311000000.0,8.476799436
2022/01/20 05:00,124000000.0,316000000.0,8.410477293
2022/01/20 06:00,169000000.0,316000000.0,8.386710562
2022/01/20 07:00,625000000.0,360000000.0,8.35245652
2022/01/20 08:00,568000000.0,404000000.0,8.192389945
2022/01/20 09:00,575000000.0,455000000.0,7.966798546
2022/01/20 10:00,141000000.0,451000000.0,7.458698604
2022/01/20 11:00,51700000.0,403000000.0,7.186850275
2022/01/20 12:00,58300000.0,300000000.0,7.39149615
2022/01/20 13:00,3900000.0,257000000.0,7.418275874
2022/01/20 14:00,668000.0,244000000.0,7.649860584
2022/01/20 15:00,2710000.0,225000000.0,7.785502411
2022/01/20 16:00,349000.0,156000000.0,7.881136146
2022/01/20 17:00,133000.0,92600000.0,8.054850945
2022/01/20 18:00,26200.0,28800000.0,8.123498184
2022/01/20 19:00,20600000.0,15400000.0,8.164352856
2022/01/20 20:00,135000000.0,24600000.0,8.210823669
2022/01/20 21:00,72400000.0,26200000.0,8.196452542
2022/01/20 22:00,170000000.0,44700000.0,8.217308436
2022/01/20 23:00,148000000.0,61000000.0,8.321160993
2022/01/21 00:00,138000000.0,76100000.0,8.482937072
2022/01/21 01:00,337000000.0,113000000.0,8.481187742
2022/01/21 02:00,175000000.0,133000000.0,8.481506327
2022/01/21 03:00,118000000.0,146000000.0,8.463112913
2022/01/21 04:00,169000000.0,162000000.0,8.444325903
2022/01/21 05:00,87400000.0,157000000.0,8.41409738
2022/01/21 06:00,142000000.0,165000000.0,8.397554184
2022/01/21 07:00,571000000.0,209000000.0,8.369227055
2022/01/21 08:00,999000000.0,304000000.0,8.231947148
2022/01/21 09:00,127000000.0,303000000.0,7.775672168
